1012,F A SAN LUIS P PORTALES         C,00931 - SLP_SAPO_PORTALES_00931,SAPO,Cerrada,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,AV. VENUSTIANO CARRANZA,,345,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
950,F A SAN LUIS P HIMALAYA,00908 - SLP_SAH2_HIMALAYA II_00908,SAH2,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,AV. REAL DEL POTOSI,1,215,LOMAS 4A SECCION,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
899,F A SAN LUIS P B ANAYA ,00838 - SLP_SABN_B ANAYA_00838,SABN,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,AV. RICARDO B. ANAYA,,1601,RICARDO B ANAYA,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
493,F A SAN LUIS P CUAUHTEMOC                      C,00488 - SLP_SACU_CUAUHTEMOC_00488,SACU,Cerrada,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,CAPITAN CALDERA,,470,CAP. CALDERA,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
495,F A SAN LUIS P MUÑOZ,00462 - SLP_SAPM_PROLONGACION MUÑOZ_00462,SAPM,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,PROLONGACION MUÑOZ,,504,LOS REYES,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
517,F A SAN LUIS P SALK,00463 - SLP_SASK_SALK_00463,SASK,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,AV SALK,,210,PROGRESO,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
521,F A SAN LUIS P ZAPATA,00464 - SLP_SANZ_NICOLAS ZAPATA_00464,SANZ,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,NICOLAS ZAPATA,,371,ATLAS,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
555,F A SAN LUIS P HIMALAYA                         C,00622 - SLP_SAHM_HIMALAYA_00622,SAHM,Cerrada,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,AV REAL DE POTOSI,,215,BELLAS LOMAS,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
556,F A SAN LUIS P LA LOMA                          C,00621 - SLP_SALL_LA LOMA_00621,SALL,Cerrada,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,AV DE LA VICTORIA,,235,LA LOMA,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
361,F A SAN LUIS P LOS BRAVO,00457 - SLP_SALB_LOS BRAVO_00457,SALB,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,LOS BRAVO,,190,CENTRO,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
362,F A SAN LUIS P UNIVERSIDAD         C,00455 - SLP_SAUN_UNIVERSIDAD_00455,SAUN,Cerrada,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,N,ZARAGOZA,,375,SAN LUIS POTOSI CENTRO,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
625,F A SAN LUIS P RUTILO TORRES,00468 - SLP_SART_RUTILO TORRES_00468,SART,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,RUTILO TORRES,,455-A,CENTRAL,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
626,F A SAN LUIS P PLAZA FIESTA,00469 - SLP_SAPF_PLAZA FIESTA_00469,SAPF,Abierta,SAN LUIS POTOSI,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,AV.HIMNO NACIONAL,,4343,HIMNO NACIONAL,SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,PROVINCIA,NORTE
2099,F A SAN LUIS POTOSI RIO VERDE CENTRO,01891 - SLP_SARC_RIO VERDE CENTRO_01891,SARC,Abierta,RIO VERDE,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,PLAZA CONSTITUCION,,LETRA B,CENTRO,RIOVERDE,SAN LUIS POTOSI,RIOVERDE,PROVINCIA,NORTE
1635,F A SAN LUIS PJONGITUD,01520 - SLP_SARV_RIO VERDE JONGITUD_01520,SARV,Abierta,RIO VERDE,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,BOULEVARD CARLOS JONGUITUD BARRIOS,,209 ,CENTRO,RIOVERDE,SAN LUIS POTOSI,RIOVERDE,PROVINCIA,NORTE
765,F A RIO VERDE RIO VERDE F,,F0RV,Cerrada,RIO VERDE,SAN LUIS POTOSI,95,FRANQ. MATEHUALA,N,PLAZA CONSTITUCION,LETRA B,SIN NUMERO LETRA B,RIO VERDE CENTRO,RIOVERDE,SAN LUIS POTOSI,RIOVERDE,PROVINCIA,NORTE
2098,F A SAN LUIS POTOSI MATEHUALA,01890 - SLP_SAMA_MATEHUALA_01890,SAMA,Abierta,MATEHUALA,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,GONZALEZ ORTEGA,,1,CENTRO,MATEHUELA,SAN LUIS POTOSI,MATEHUALA,PROVINCIA,NORTE
709,F A MATEHUALA MATEHULA F,,F0MH,Cerrada,MATEHUALA,SAN LUIS POTOSI,95,FRANQ. MATEHUALA,N,GONZALEZ ORTEGA,,1 ,MATEHUALA CENTRO,MATEHUALA,SAN LUIS POTOSI,MATEHUALA,PROVINCIA,NORTE
1953,F A SAN LUIS POTOSI JUAREZ,01522 - SLP_SAJZ_JUAREZ_01522,SAJZ,Abierta,CIUDAD VALLES,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,JUAREZ,S/N,S/N,CENTRO.,CIUDAD VALLES,SAN LUIS POTOSI,CIUDAD VALLES,PROVINCIA,NORTE
1954,F A SAN LUIS POTOSI VICENTE SALAZAR,01567 - SLP_SAVS_VICENTE SALAZAR_01567,SAVS,Abierta,CIUDAD VALLES,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,BOULEVARD MEXICO LAREDO,,700,MOCTEZUMA,CD VALLES,SAN LUIS POTOSI,CIUDAD VALLES,PROVINCIA,NORTE
1490,F A CIUDAD VALLES GLORIETA PROGRESO,01427 - SLP_SAPG_GLORIETA PROGRESO_01427,SAPG,Abierta,CIUDAD VALLES,SAN LUIS POTOSI,1,FARMACIAS DEL AHORRO,S,BOULEVARD MEXICO LAREDO SUR ESQ. CALLE PROGRESO,,729 ,MIRADOR,CIUDAD VALLES,SAN LUIS POTOSI,CIUDAD VALLES,PROVINCIA,NORTE
870,F A CIUDAD VALLESCIUDAD VALLES F,,F0CD,Cerrada,CIUDAD VALLES,SAN LUIS POTOSI,113,FRANQ. CIUDAD VALLES,N,BENITO JUAREZ ESQ. MADERO,,S/N ,CIUDAD VALLES CENTRO,CIUDAD VALLES,SAN LUIS POTOSI,CIUDAD VALLES,PROVINCIA,NORTE
1255,F A TENOSIQUE TENOSIQUE         FC,,FTEN,Cerrada,TENOSIQUE,VILLAHERMOSA,158,FRANQ. TENTAB,S,26,,SIN NUMERO,LUIS GOMEZ ZEPEDA,TENOSIQUE,TABASCO,TENOSIQUE,PROVINCIA,SURESTE
275,F A TEAPA MUNICIPAL,00358 - VIL_TEPU_MUNICIPAL_00358,TEPU,Abierta,TEAPA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA GREGORIO MENDEZ MAGAÑA,,101,CENTRO,TEAPA,TABASCO,TEAPA,PROVINCIA,SURESTE
2074,F A VILLAHERMOSA PARAISO,01856 - VIL_VLPR_PARAISO_01856,VLPR,Abierta,PARAISO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,2 DE ABRIL ESQUINA BENITO JUAREZ,,S/N ,CENTRO,PARAISO,TABASCO,PARAISO,PROVINCIA,SURESTE
2384,F A VILLAHERMOSA LOPEZ RAYON,02148 - VIL_VLLR_LOPEZ RAYON_02148,VLLR,Por Aperturar,MACUSPANA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,BENITO JUAREZ ESQ JOSE MARIA PINO SUAREZ,,211,CENTRO,MACUSPANA,TABASCO,MACUSPANA,PROVINCIA,SURESTE
1631,F A VILLAHERMOSA MACUSPANA,01633 - VIL_VLMS_MACUSPANA_01633,VLMS,Abierta,MACUSPANA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,MIGUEL HIDALGO,,410,CENTRO,MACUSPANA,TABASCO,MACUSPANA,PROVINCIA,SURESTE
901,F A MACUSPANA MACUSPANA    F,,FOMA,Cerrada,PARAISO,VILLAHERMOSA,87,FRANQ. PALENQUE,N,AVENIDA HIDALGO,,410,MACUSPANA CENTRO,MACUSPANA,TABASCO,MACUSPANA,PROVINCIA,SURESTE
1522,F A VILLA HERMOSA JALPA DE MENDEZ,01505 - VIL_VLJZ JALPA DE MENDEZ_01505,VLJZ,Abierta,JALPA DE MENDEZ,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVE DUEÑAS ESQUINA CALLE CORREGIDORA,,S/N,CENTRO,JALPA DE MENDEZ,TABASCO,JALPA DE MENDEZ,PROVINCIA,SURESTE
1350,F A JALPA DE MENDEZ  JALPA DE MENDEZ         F,,FJAL,Cerrada,JALPA DE MENDEZ,VILLAHERMOSA,170,FRANQ. MAG,S,AVENIDA DUEÑAS,,S/N,JALPA DE MENDEZ CENTRO,JALPA DE MENDEZ,TABASCO,JALPA DE MENDEZ,PROVINCIA,SURESTE
1153,F A HUIMANGUILLO HUIMANGUILLO,01075 - VIL_VLHU_HUIMANGUILLO_01075,VLHU,Abierta,HUIMANGUILLO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,JUAREZ,,136,CENTRO,HUIMANGUILLO,TABASCO,HUIMANGUILLO,PROVINCIA,SURESTE
851,F A HUIMANGUILLO HUIMANGUILLO           FC,,F0HM,Cerrada,HUIMANGUILLO,VILLAHERMOSA,109,FRANQ. HUIMANGUILLO,N,JUAREZ,,36,CENTRO,VILLAHERMOSA,TABASCO,HUIMANGUILLO,PROVINCIA,SURESTE
2075,F A VILLAHERMOSA CUNDUACAN,01857 - VIL_VLCN_CUNDUACAN_01857,VLCN,Abierta,CUNDUACAN,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,HOMBRES ILUSTRES,,15,CENTRO,CUNDUACAN,TABASCO,CUNDUACAN,PROVINCIA,SURESTE
664,F A CUNDUACAN CUNDUACAN                         F,,F0DN,Cerrada,CUNDUACAN,VILLAHERMOSA,83,FRANQ. CUNDUACAN,N,HOMBRES ILUSTRES,,15,CENTRO,CUNDUACAN,TABASCO,CUNDUACAN,PROVINCIA,SURESTE
2322,F A VILLAHERMOSA ADOLFO LOPEZ MATEOS,02088 - VIL_VLLM_ADOLFO LOPEZ MATEOS _02088,VLLM,Abierta,COMALCALCO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,BLVD ADOLFO LOPEZ MATEOS ESQ IGNACIO LOPEZ RAYON,,616,VICENTE GUERRERO,COMALCALCO,TABASCO,COMALCALCO,PROVINCIA,SURESTE
2169,F A VILLAHERMOSA CORREGIDORA,01920 - VIL_VLCR_CORREGIDORA_01920,VLCR,Abierta,COMALCALCO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,TACOTALPA(ANTES CORREGIDORA) ESQ CON AV BLVD LEANDRO ROVIROSA WADE,,300,FRACCIONAMIENTO BUENAVISTA,COMALCALCO,TABASCO,COMALCALCO,PROVINCIA,SURESTE
2170,F A VILLAHERMOSA BOULEVARD LEANDRO,01947 - VIL_VLBL_BOULEVARD LEANDRO_01947,VLBL,Abierta,COMALCALCO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV BLVD LEANDRO ROVIROSA WADE ESQUINA CALLE MARIANO ARISTA,,S/N,CENTRO,COMALCALCO,TABASCO,COMALCALCO,PROVINCIA,SURESTE
775,F A COMALCALCO COMALCALCO,00732 - VIL_VLCL_COMALCALCO_00732,VLCL,Abierta,COMALCALCO,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA  GREGORIO MENDEZ MAGANA,,1,CENTRO,COMALCALCO,TABASCO,COMALCALCO,PROVINCIA,SURESTE
552,F A COMALCALCO COMALCALCO                      FC,,F0CM,Cerrada,COMALCALCO,VILLAHERMOSA,53,FRANQ. COMALCALCO VHSA,N,AV GREGORIO MENDEZ,,1,COMALCALCO CENTRO,COMALCO,TABASCO,COMALCALCO,PROVINCIA,SURESTE
2314,F A VILLAHERMOSA PEDRO C COLORADO,02084 - VIL_VLPE_PEDRO C COLORADO_02084,VLPE,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVE PASEO TABASCO ESQ. PROL PEDRO C. COLORADO,,315,MUNICIPAL,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
2325,F A VILLAHERMOSA CEIBA,02095 - VIL_VLBA_CEIBA _02095,VLBA,Por Aperturar,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV. UNIVERSIDAD ESQ. AV DE LAS CEIBAS,S/N,S/N,FRAMBOYANES,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1896,F A VILLAHERMOSA CASA BLANCA,01677 - VIL_VLCB_CASA BLANCA_01677,VLCB,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV. UNIVERSIDAD,,214 ,CASA BLANCA 1A SECCION,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
2335,F A VILLAHERMOSA LA CHOCA,02101 - VIL_VLLC_LA CHOCA_02101,VLLC,Por Aperturar,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV PASEO TABASCO ESQ PERIFERICO CARLOS PELLICER CAMARA,S/N,S/N,CLUB CAMPESTRE,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
2306,F A VILLAHERMOSA CALZADA PASEO TABASCO,02077 - VIL_VLPT_CALZADA PASEO TABASCO_02077,VLPT,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA PASEO TABASCO,,806,JESUS GARCIA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
259,F A VILLAHERMOSA MENDEZ 2,00061 - VIL_VLM2_MENDEZ 2_00061,VLM2,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA GREGORIO MENDEZ MAGAÑA,,1506 ,LIDIA ESTHER MONICA DE PORTILLA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
298,F A VILLAHERMOSA PASEO DE LA SIERRA,00048 - VIL_VLPS_PASEO DE LA SIERRA_00048,VLPS,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA 27 DE FEBRERO,,1401 ,REFORMA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
2348,F A VILLAHERMOSA TOREO,02115 - VIL_VLTO_TOREO_02115,VLTO,Por Aperturar,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV RUIZ CORTINEZ ESQ AV 25 DE FEBRERO,,2101,ATASTA DE SERRA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1846,F A VILLAHERMOSA ANDRES GARCIA,01399 - VIL_VLAG_ANDRES GARCIA_01399,VLAG,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AV PASEO USUMACINTA ESQ C ANDRES GARCIA,,S/N,PRIMERO DE MAYO,CENTRO TAB,TABASCO,CENTRO,PROVINCIA,SURESTE
2242,F A VILLAHERMOSA LA ISLA,02020 - VIL_VLLI_LA ISLA_02020,VLLI,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,CARRETERA VILLAHERMOSA A LA ISLA KM 1+300,,S/N,RANCHERIA  MIGUEL HIDALGO 1ERA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
265,F A VILLAHERMOSA LINDA VISTA,00059 - VIL_VLLV_LINDA VISTA_00059,VLLV,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,JUAN ESCUTIA,,429 1,LINDAVISTA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
496,F A VILLAHERMOSA CUAUHTEMOC,00065 - VIL_VLCU_CUAUHTEMOC_00065,VLCU,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA GREGORIO MENDEZ MAGAÑA,,731 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1018,F A VILLAHERMOSA GUACAMAYOS,00892 - VIL_VLGU GUACAMAYOS_00892,VLGU,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA  PASEO TABASCO  ESQUINA GREGORIO MENDEZ  MAGAÑA,,SN ,JOSE N ROVIROSA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1193,F A VILLAHERMOSA SAMARKANDA,01082 - VIL_VLSK_SAMARKANDA_01082,VLSK,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,SAMARKANDA ESQ.  BLVD. ADOLFO RUIZ CORTINEZ,,S/N,FRACC OROPEZA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1327,F A VILLAHERMOSA JUAN ALDAMA,01290 - VIL_VLJA_JUAN ALDAMA_01290,VLJA,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,JUAN ALDAMA ESQUINA PERIFERICO CARLOS PELLICER,,1716 ,TAMULTE DE LAS BARRANCAS,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
140,F A VILLAHERMOSA UNIVERSIDAD,00064 - VIL_VLUN_UNIVERSIDAD_00064,VLUN,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,PROLONGACION DE AVENIDA UNIVERSIDAD,,500 ,EL RECREO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
131,F A VILLAHERMOSA CATEDRAL,00058 - VIL_VLCA_CATEDRAL_00058,VLCA,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA PASEO TABASCO,,801 ,JESUS GARCIA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
141,F A VILLAHERMOSA SAN JOAQUIN,00051 - VIL_VLSJ_SAN JOAQUIN_00051,VLSJ,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,REVOLUCION ESQUINA  TRINIDAD MALPICA,,801 ,18 DE MARZO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
194,F A VILLAHERMOSA REFORMA,00043 - VIL_VLRE_REFORMA_00043,VLRE,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,REFORMA,,414 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1515,F A VILLAHERMOSA DEPORTIVA,01383 - VIL_VLDE_DEPORTIVA_01383,VLDE,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,VELODROMO DE LA CIUDAD DEPORTIVA Y 16 DE SEPTIEMBRE,,S/N ,PRIMERO DE MAYO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1019,F A VILLAHERMOSA RAMON MENDOZA,00884 - VIL_VLRM RAMON MENDOZA_00884,VLRM,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA RAMON MENDOZA  ESQUINA CON PERFECTO LOPEZ ,,SN ,JOSE MARIA PINO SUAREZ,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
964,F A VILLAHERMOSA  CIUDAD INDUSTRIAL,00883 - VIL_VLCI CIUDAD INDUSTRIAL_00883,VLCI,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA CIUDAD INDUSTRIAL NACIONAL MEXICANA ESQUINA CON CERRADA DEL TECNOLOGICO ,,S/N LOCAL 1,CIUDAD INDUSTRIAL,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
1048,F A TABASCO PARAISO         F,,FPAR,Cerrada,TABASCO,VILLAHERMOSA,146,FRANQ. ZUOR,N,2 DE ABRIL,,S/N,EL PARAISO,PARAISO,TABASCO,CENTRO,PROVINCIA,SURESTE
1031,F A VILLAHERMOSA FUENTE MAYA,00891 - VIL_VLFM FUENTE MAYA_00891,VLFM,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA PASEO USUMACINTA  ESQUINA  QUINTIN ARAUZ,,SN ,PRIMERO DE MAYO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
150,F A VILLAHERMOSA ATASTA,00044 - VIL_VLAT_ATASTA_00044,VLAT,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA GREGORIO MENDEZ MAGAÑA,,2704 ,ATASTA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
205,F A VILLAHERMOSA TAMULTE,00049 - VIL_VLTA_TAMULTE_00049,VLTA,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,HIDALGO ESQUINA ITURBIDE,,414 D-E,TAMULTE,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
77,F A VILLAHERMOSA CONSTITUCION,00041 - VIL_VLCO_CONSTITUCION_00041,VLCO,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA CONSTITUCION,,1032 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
78,F A VILLAHERMOSA CASTILLO,00062 - VIL_VLCS_CASTILLO_00062,VLCS,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,EUSEBIO CASTILLO ESQUINA BASTAR ZOZAYA,,S/N ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
295,F A VILLAHERMOSA PALMITAS,00055 - VIL_VLPA_PALMITAS_00055,VLPA,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA GREGORIO MENDEZ MAGAÑA,,3219 ,ATASTA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
296,F A VILLAHERMOSA NUEVA IMAGEN,00050 - VIL_VLNI_NUEVA IMAGEN_00050,VLNI,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA VIA  2 ESQUINA SAMARKANDA,,S/N ,GALAXIA/TABASCO 2000,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
297,F A VILLAHERMOSA MINA,00053 - VIL_VLMI_MINA_00053,VLMI,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA FRANCISCO JAVIER MINA ,,143 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
238,F A VILLAHERMOSA TIERRA COLORADA,00047 - VIL_VLTC_TIERRA COLORADA_00047,VLTC,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA RAMON MENDOZA,,138 ,JOSE MARIA PINO SUAREZ,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
239,F A VILLAHERMOSA PINO SUAREZ,00052 - VIL_VLPI_PINO SUAREZ_00052,VLPI,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA JOSE MARIA PINO SUAREZ,,615 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
240,F A VILLAHERMOSA SANDINO,00054 - VIL_VLSA_SANDINO_00054,VLSA,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA 16 DE SEPTIEMBRE ESQUINA CESAR SANDINO,,442 A,PRIMERO DE MAYO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
241,F A VILLAHERMOSA GRIJALVA,00057 - VIL_VLGR_GRIJALVA_00057,VLGR,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA ADOLFO RUIZ CORTINEZ,,1335 C,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
264,F A VILLAHERMOSA 27 DE FEBRERO,00045 - VIL_VL27_27 DE FEBRERO_00045,VL27,Cerrada,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,AVENIDA  27 DE FEBRERO,,1701 ,ATASTA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
129,F A VILLAHERMOSA CENTRAL                        C,00596 - VIL_VLCE_CENTRAL_00596,VLCE,Cerrada,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AV GREGORIO MENDEZ MAGAÑA,,724,VILLAHERMOSA CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
130,F A VILLAHERMOSA LA PAZ,00060 - VIL_VLLP_LA PAZ_00060,VLLP,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,S,PEDRO FUENTES  ESQUINA MADERO,,402 ,CENTRO,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
149,F A VILLAHERMOSA PERIFERICO,00063 - VIL_VLLU_PERIFERICO_00063,VLLU,Abierta,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,AVENIDA  PERIFERICO CARLOS PELLICER CAMARA ESQUINA PROL.DE AVENIDA MEXICO,,S/N L26 27 28,TAMULTE DE LAS BARRANCAS,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
151,F A VILLAHERMOSA MERCADO         C,00056 - VIL_VLMR_MERCADO_00056,VLMR,Cerrada,VILLAHERMOSA,VILLAHERMOSA,1,FARMACIAS DEL AHORRO,N,PASEO DE LA SIERRA,B,119,REFORMA,VILLAHERMOSA,TABASCO,CENTRO,PROVINCIA,SURESTE
